,chrom,pos,cov,sampleID
2,chrI,2001,217.846,N4
3,chrI,3001,110.915,N4
4,chrI,4001,78.698,N4
5,chrI,5001,70.8565,N4
6,chrI,6001,89.628,N4
7,chrI,7001,92.1525,N4
8,chrI,8001,69.6985,N4
9,chrI,9001,80.976,N4
10,chrI,10001,85.651,N4
11,chrI,11001,149.569,N4
12,chrI,12001,138.2155,N4
13,chrI,13001,158.1665,N4
14,chrI,14001,173.825,N4
15,chrI,15001,78.0855,N4
16,chrI,16001,81.5315,N4
17,chrI,17001,62.259,N4
18,chrI,18001,38.611,N4
19,chrI,19001,37.025,N4
20,chrI,20001,31.9665,N4
21,chrI,21001,33.443,N4
22,chrI,22001,29.0385,N4
23,chrI,23001,48.1395,N4
24,chrI,24001,55.197,N4
25,chrI,25001,40.4355,N4
26,chrI,26001,146.2895,N4
27,chrI,27001,281.3805,N4
28,chrI,28001,206.103,N4
29,chrI,29001,87.603,N4
30,chrI,30001,68.6305,N4
31,chrI,31001,67.538,N4
32,chrI,32001,81.9005,N4
33,chrI,33001,102.1545,N4
34,chrI,34001,108.266,N4
35,chrI,35001,79.3175,N4
36,chrI,36001,54.111,N4
37,chrI,37001,65.804,N4
38,chrI,38001,83.98,N4
39,chrI,39001,84.5805,N4
40,chrI,40001,80.707,N4
41,chrI,41001,91.122,N4
42,chrI,42001,137.0115,N4
43,chrI,43001,168.152,N4
44,chrI,44001,127.621,N4
45,chrI,45001,88.806,N4
46,chrI,46001,77.382,N4
47,chrI,47001,61.1365,N4
48,chrI,48001,82.0485,N4
49,chrI,49001,144.2955,N4
50,chrI,50001,200.3715,N4
51,chrI,51001,179.38,N4
52,chrI,52001,125.58,N4
53,chrI,53001,92.292,N4
54,chrI,54001,93.5235,N4
55,chrI,55001,98.7675,N4
56,chrI,56001,136.137,N4
57,chrI,57001,155.9685,N4
58,chrI,58001,116.5195,N4
59,chrI,59001,119.3265,N4
60,chrI,60001,146.3505,N4
61,chrI,61001,130.114,N4
62,chrI,62001,79.9035,N4
63,chrI,63001,82.3225,N4
64,chrI,64001,115.6425,N4
65,chrI,65001,140.7125,N4
66,chrI,66001,122.4095,N4
67,chrI,67001,97.256,N4
68,chrI,68001,108.878,N4
69,chrI,69001,92.71,N4
70,chrI,70001,71.4185,N4
71,chrI,71001,86.927,N4
72,chrI,72001,91.044,N4
73,chrI,73001,74.698,N4
74,chrI,74001,67.491,N4
75,chrI,75001,61.699,N4
